QID,Brand,Model,Question,Dialogue,Report,,,,,,,
Q54186,大众,桑塔纳经典,你好，汪师父     昨天那个普桑现在发现是发电机发电过高，怎么老烧油泵保险呢,技师说：有可能是发电机电压过高烧坏了燃油泵|技师说：你可以量一下旧油泵的阻值看看有没有打铁|车主说：我准备换个发电机试试，我困惑的是:发电机发电过高为什么老烧油泵保险丝，不烧其它的|技师说：有可能是燃油本身有问题|车主说：你是说汽油有问题吗？拔掉油泵插头，还会烧|技师说：把油泵插头拔下来保险还回烧对吗|车主说：嗯，刚试过，有时能打着车一会（多久不确定），等烧保险丝了，再重新查上新的，立马就烧|车主说：汪师父，能明白我表述的意思吗？|技师说：明白了现在发电量还高吗|车主说：正常了（14v多点）|技师说：燃油泵线路都看了嘛|车主说：都在用绝缘胶封好，像水管那种的，我斯开驾驶室脚下的一部分看看，都很好|车主说：能给你电话联系吗|技师说：不可以|技师说：哪年的车|车主说：09年普桑|车主说：很常见的警车那种|技师说：保险盒检查了嘛,检查油泵线路是否短路，检查驾驶室保险盒是否有短路现象,,,,,,,
Q6988,名爵,名爵6,名爵6这车究竟如何？感觉挺多人都在关注。,技师说：新款名爵6不错的，关注度很高。动力充沛，性价比高。,值得购买,,,,,,,
Q10267,荣威,荣威550,SCS传感器在什么位置啊,技师说：您好，SCS是六位一体智能安全系统，不是单独的传感器|技师说：你要找的是SAS传感器吗？|车主说：不是|车主说：是SCS|技师说：有故障码吗？|技师说：是哪个单元里的？|车主说：来自SCS无效数据,SCS不是传感器，而是一个系统，请确认。,,,,,,,
Q48043,雪佛兰,赛欧,新赛欧，怠速和跑起来方向盘都有抖动现象，轮胎的动平衡都做了，四轮交叉交换，重新做了四轮定位，方向盘抖动依旧，火花塞也换了，节气门清洗了，也没解决，不知道怎么回事？,技师说：检查发动机机脚是否有老化的。底盘的胶套是否有老化的。|车主说：会不会是转向球头磨损，在网上看的|技师说：跑起来抖动可能与转向球头有关系。怠速方向盘抖动，跟转向球头关系就不大了。检查底盘儿的时候一块儿检查一下|车主说：之前前地盘刮过一次，然后就感觉抖动了|技师说：重点检查一下之前刮擦的部位。,去修理厂检查机脚是否老化。重点检查一下底盘受损的部位,,,,,,,
Q10189,荣威,荣威350,你好，今天早上大雨。路上有深积水，过去了没事，晚上开车的时候启动的时候车子比以前抖动的厉害，声音像拖拉机，开着开着发动机排放故障灯亮了，车子没劲，发颤，想死火。这是什么原因呢,技师说：检查排气管三元催化器|车主说：需要电脑检测吗？灯一直亮着|技师说：嗯，要检查故障码是什么|车主说：也就是发动机没进水，没什么大问题吧？|技师说：嗯，吹干线插头就没事了,检查排气管和线插头吹干。,,,,,,,
Q31245,雪铁龙,世嘉,我的这个是后减震器，是坏的还是好的？,技师说：您好，从图片看，没有问题，可以使用|车主说：那是不是只是这个套筒掉下来了？我总感觉这个后面有点咯吱咯吱响的声音。|技师说：防尘罩是掉下来了，塞上去就可以啦，目前还没有到换的地步|技师说：[图片]|技师说：这个是正常状态,是没有问题的，只是防尘罩掉下来了，装上去不影响使用。,,,,,,,
Q77330,日产,骊威,骊威的空调进风口怎么变出风了？,技师说：您好，在这个故障之前修理过什么吗？|车主说：之前追尾过，4s维修，8000多，蒸发器更换|技师说：现在出风口变了进风口吗？|车主说：是的|车主说：半年前维修的，不坐副驾的，今天换空调滤清器才发现|技师说：检查一下鼓风机线路 插头  鼓风机本身|技师说：重新安装 修理 必要时候重新更换鼓风机|技师说：这个情况把鼓风机插头颠倒一下就可以了。|车主说：呃，晕了，好的，谢谢|技师说：不客气,根据您的描述，这个情况一般原因是更换蒸发箱的时候，鼓风机的插头接反了，需要重新颠倒一下就可以了。,,,,,,,
Q32406,奇瑞,风云2,沙子路 高低不平路  方向盘跟着轮胎摇动  高速方向偏右,技师说：检查下两前轮气压，，方向盘盘偏，调下方向盘做四轮定位,检查两前轮气压，方向盘偏，做下四轮定位，调下方向盘,,,,,,,
Q3910,克莱斯勒,铂锐,北京戴克仪表盘指示灯,技师说：[语音],不好意思，一直没有等到你的回复，因为时间原因，系统自动关闭 1.你的这个是胎压报警，检查一下气压和传感器，其次就是假报警。进行清除一下就可以的 很高兴为你解答,,,,,,,
Q12318,本田,思铂睿,上午车还好好的，下午启动后仪表盘总是显示检查充电系统和节能启停系统，什么原因？,技师说：你好，这种情况是由于电瓶的电量达不到自动启停符合工作的电压，建议给电瓶充电。|车主说：怎么关闭自动启停系统还有显示呢？|车主说：自动启停系统功能新车买回来很少用过。|技师说：你好，找见带A的标志，按下后仪表灯点亮，就表示取消|车主说：就是按下了，仪表盘还有那样的显示。|车主说：会不会是启停系统按键功能失效了？|技师说：这个建议你检查下电瓶的电压，发电机是否充电。|车主说：[图片]|车主说：[图片]|技师说：上面图显示说明启停系统现在已经就不工作了|车主说：现在是关闭了启停系统，仪表盘还有显示要检查充电系统和节能启停系统|技师说：这个说明你已经关了，但现在是启停系统有故障，建议到四s店使用专用电脑重点检查启停系统。|车主说：真的很奇怪，上午开都好好的，下午吃过饭启动就有这样的显示，又没动过什么地方。|技师说：检查一下电瓶吧，可能是电瓶亏电造成的|车主说：现在还在包修期内吧？车还不够一年，定时4s店保养的。|技师说：在，可以到4s店先充下电，再试试,1.首先检查电瓶的电量是否充足。 2.最好是读取下启停的故障码，并根据故障维修。,,,,,,,
Q37006,陆风,陆风X5,陆风X5 2.0T能改气吗？,技师说：你好，不建议改的|技师说：发动机故障灯会亮，车子加速无力|技师说：改了亮故障灯。加速无力。|车主说：有什么利弊？|车主说：是国为涡轮增压吗？|技师说：利处，经济。坏处，加速无力，车子不质保，对发动机不好。|车主说：13年的车，行驶5万公里。|技师说：涡轮增压器的发动机正常工作时，内部有正压的。与自然吸气的不同。|车主说：经常在市区跑，跑高速影响大吗？|技师说：改了加速无力的。有影响的。|车主说：就是觉得油耗太大了。以前有辆油改气的F3，倒没觉得，就是偶尔遇见上长坡了会感觉有点吃力，换到油上就好了。|车主说：改了以后在市区烧气，上高速跑长途了用油这样可以吗？|技师说：是的。这是自然吸气的。涡轮增压的更明显的。,发动机改气问题，涡轮增压器的发动机不建议改气，动力性太差，进气管有正压。不利于改气。,,,,,,,
Q37717,福特,福克斯,大师好。07款福克斯两厢今天开的好好的熄火再启动就熄火，要带点油门，才可以,技师说：你好，根据你描述的这种现象，应该是节气门太脏，或者是发动机积碳问题导致的，建议你去修理厂清洗一下节气门和进气道积碳问题，应该就可以解决。|车主说：节气门年前刚洗的，换的新空滤|技师说：主要问题就是怠速低|车主说：怎么解决大师|技师说：还是节气门这块没有清理干净或者是进气道积碳|车主说：清洗进气道积碳多少钱|技师说：100-150|车主说：清洗节气门多少钱|技师说：50|车主说：发动机有滋滋声正常吗|技师说：检查皮带|车主说：皮带要换门|车主说：皮带要换吗|技师说：这个需要检查一下才能确定|车主说：好谢啦,根据你描述的这种现象，应该是节气门太脏，或者是发动机积碳问题导致的，建议你去修理厂清洗一下节气门和进气道积碳问题，应该就可以解决。,,,,,,,
Q75539,奥迪,奥迪A6L, 奥迪A6ACC和Audi braking guard:,技师说：你好！你有用电脑检查过吗？系统有什么样的故障码？|车主说：[图片]|车主说：[图片]|车主说：车门接触开关，不可信信号。静态故障|车主说：它是什么坏了|技师说：你看一下仪表上面有没有车门未关闭的显示？|车主说：没有|技师说：车门开关信号是会影响的|车主说：[图片]|技师说：你可以做一个故障导航，跟着指示检查一下|车主说：有其他坏了吗？|技师说：这样的，车门开关的信号传递到控制单元，控制单元误认为你得车门没有关闭，所以这个功能是没法使用的！|车主说：来时，车主就定速巡航用不了|车主说：哦|技师说：如果就只有这一个故障码的话，那就是它影响的！|车主说：必须拆门板|技师说：是的哦！|车主说：控制盒有坏的可能吗？|技师说：这个可能性很小很小的！|车主说：一般都是线路问题吗？|技师说：线路或者车门开关的问题|车主说：车门开关好使|技师说：车门开关我觉得你最好用电脑读取一下信号数据|车主说：一般多少是正常的。c7  14年，2.8的|技师说：这就是一个开关信号，看一下数据有没有传递到acc系统|车主说：哦|车主说：车门接触开关有可能坏吗？|技师说：这是有可能的哦！,你好，根据你的描述和故障码的显示，这种情况，首先需要把车门开关的故障解决，再检查其他的。,,,,,,,
Q31865,别克,君威,别克新君威 2009年购车，14万公里，发动机现在机油机油损耗明显加大，什么原因,技师说：你好，这个需要更换粘稠度大一点的机油。|车主说：我的车2.4自然吸气发动机|车主说：原来都是5000公里准时去换机油|技师说：知道这款发动机。|技师说：现在5000公里机油到什么位置？|车主说：这时到五千公里时，车踩油门加速开始出现塔塔塔异响，结果一查，机油都到油尺最低位还下面了|车主说：洗车店维修师傅说是烧机油了！|技师说：你可以再试一下，是不是之前机油没有加够？是第一次出现吗？|车主说：这是第一次出现|车主说：前次保养是在4s店换的机油，难道没给我加购？|车主说：够|技师说：这个你可以再观察一次。|车主说：上次在4s店修车时，师傅也说机油消耗有点快，还帮补加了一点|技师说：这个情况就可能烧机油了。|车主说：一般是发动机活塞环与缸体间隙过大原因吗？|车主说：还是其他原因？|技师说：有这个原因，还有气门油封。|车主说：可以怎么检测出来是啥原因？？|车主说：到底是活塞间隙大了还是气门油封有问题？|技师说：如果机油加够，没有漏的地方，基本上就是他的问题，需要维修。|技师说：这两个需要同时维修。|车主说：同时维修是指？？一般这两个问题会同时出现？|技师说：这两个地方多多少少都会有问题的。这两个是主要的部件，需要更换。|车主说：这个维修处理一般需要多少钱？在正规的维修店|技师说：四千多吧|车主说：材料和维修费的总费用吗？|车主说：成都有推荐的正规专业的维修店吗？|技师说：你好，是的，你选择一个大点的修理店就可以。我在山东|车主说：好的，谢谢您了|技师说：太客气了,你好，这个首先检查是不是机油没有加过，或者是有路的地方。如果确定是烧机油，就需要维修发动机了。这个维修成本比较高，大约在5000左右。,,,,,,,
